"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"1771","Books","Fundamentals of Financial Management, 3rd ED","Business and Management","Finance & Investments Management","Financial Management","English","Ane Books Pvt. Ltd.","Preeti Singh","2019","9789380618951"
"1770","Books","Financial Markets, Institutions and Services","Business and Management","Finance & Investments Management","Financial Markets and Institutions","English","Ane Books Pvt. Ltd.","N K Gupta","2019","9789380156606"
"1769","Books","Family Managed, Multinationals and Public Sector Enterprises","Business and Management","Family Business Management","Family Business","English","Ane Books Pvt. Ltd.","Ishwar Dayal","207","9788180522376"
"1768","Books","Ethics and Values in Business Management","Business and Management","General Management & Strategic Management","Business Ethics","English","Ane Books Pvt. Ltd.","Rinku Sanjeev","2018","9788180522147"
"1767","Books","Essential Communication Skills","Business and Management","Professional Communication Skills","Business Communication","English","Ane Books Pvt. Ltd.","Shalini Aggarwal","2017","9788180522802"
"1766","Books","Economics of Services","Business and Management","Economics-BM","Economics of Services","English","Ane Books Pvt. Ltd.","Vijay Seth","2008","9788180522055"
"1765","Books","Economics of Environment and Development","Humanities & Social Science","Economics-HSS","Environmental Economics","English","Ane Books Pvt. Ltd.","Pushpam Kumar","2019","9788180520570"
"1764","Books","Business Economics","Business and Management","Economics-BM","Principles of Economics/Business Economics","English","Ane Books Pvt. Ltd.","Deepashree","2011","9789380618456"
"1763","Books","Arthik Vicharon ka Itihas (History of EconomicThoughts)","Hindi Books","Economics","History of Economics","Hindi","Ane Books Pvt. Ltd.","T N Hajela","2017","9788180521751"
"1762","Books","My English Writing Skills","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Technical English/Communication Skills","English","Gigatech Publishers","Hemraj Shimpi","2018","9788193808191"
"1761","Books","Engineering Chemistry","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Chemistry","English","Gigatech Publishers","Shridhar Saptale, Shrikaant Kulkarni","2017","9788193414040"
"1760","Books","Basic Civil And Environmental Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Civil Engineering","English","Gigatech Publishers","N. D. Chaudhari, Sachin Khandekar, G. A. Hinge","2017","PU108A"
"1759","Books","Basic Electronics Engineering","Engineering and Technology","Electronics and Telecommunications Engineering","Electronic Communication","English","Gigatech Publishers","S. R. Deshpande","2017","9788193414002"
"1758","Books","Engineering Mathematics - III ( for Civil)","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Gigatech Publishers","Kadlag, Bhati, Tajanpure, Sonawane","2018","9788193650479"
"1757","Books","Integral Calculus","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Mathematics and Statistics","Calculus","English","Gigatech Publishers","S. M. Wani, Naveen Mani, Amit Sharma","2019","9789388480116"
"1756","Books","Engineering Mathematics - III (Computer Engineering)","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Gigatech Publishers","Sakhare, Waghe, Bhati, Mani","2019","9789388480109"
"1755","Books","Engineering Mathematics - II","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Gigatech Publishers","Daljeet Kaur","2018","9788193505762"
"1754","Books","Understanding Engineering Humanities","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Humanities for Engineers","English","Ane Books Pvt. Ltd.","B N Ghosh","2011","9789380618722"
"1753","Books","Strength of Materials: Problems and Solutions","Engineering and Technology","Mechanical Engineering","Strength of Materials/ Mechanics of Solids","English","Ane Books Pvt. Ltd.","D K Singh","2011","9789380618746"
"1752","Books","Engineering Mathematics-1","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Ane Books Pvt. Ltd.","Abhimanyu Singh","2012","9789381162392"
"1751","Books","Elements of Mechanical Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Mechanical Engineering","English","Ane Books Pvt. Ltd.","Shiv Kumar","2013","9789382127130"
"1750","Books","Digital Signal Processing (for EEEE Students)","Engineering and Technology","Electronics and Telecommunications Engineering","Digital Signal Processing","English","Ane Books Pvt. Ltd.","S Palani","2014","9789380618371"
"1749","Books","Strength of Machine Elements","Engineering and Technology","Mechanical Engineering","Strength of Materials/ Mechanics of Solids","English","Ane Books Pvt. Ltd.","Ratnakar Ghorpade","2015","9789384726003"
"1748","Books","Strength of Materials","Engineering and Technology","Mechanical Engineering","Strength of Materials/ Mechanics of Solids","English","Ane Books Pvt. Ltd.","T S Venkatesh","2015","9789383656646"
"1747","Books","Textbook of Engineering Chemistry","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Chemistry","English","Ane Books Pvt. Ltd.","R N Goyal, H Goel","2014","9789380618913"
"1746","Books","Engineering Chemistry","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Chemistry","English","Ane Books Pvt. Ltd.","V K Ahluwalia","2016","9789380618913"
"1745","Books","Electrical Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Electrical Engineering","English","Ane Books Pvt. Ltd.","O N Pandey","2016","9789385462146"
"1744","Books","Fluid Mechanics and Hydraulics","Engineering and Technology","Civil, Structural & Construction Engineering","Fluid Mechanics/ Hydraulics","English","Ane Books Pvt. Ltd.","Suresh Ukarande","2017","9789381162538"
"1743","Books","Television and Video Engineering","Engineering and Technology","Electronics and Telecommunications Engineering","Audio Video Engineering","English","Ane Books Pvt. Ltd.","Veera Lakshmi, Srivel","2018","9789380156699"
"1742","Books","Irrigation Engineering and Hydraulic Structures","Engineering and Technology","Civil, Structural & Construction Engineering","Irrigation Engineering","English","Ane Books Pvt. Ltd.","Suresh Ukarande","2018","9789383656899"
"1741","Books","Control Systems: The Stet Variable Approach (Conventional and MATLAB)","Engineering and Technology","Electrical Engineering","Control Systems","English","Ane Books Pvt. Ltd.","Anoop Jairath, Saket Kumar","2018","9789384726041"
"1740","Books","Marine Diesel Engines","Engineering and Technology","Aerospace & Marine Engineering","Marine Diesel Engines","English","Ane Books Pvt. Ltd.","Akber Ayub","2019","9789384726041"
"1739","Books","Digital Signal Processing (for CSE and IT Students)","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Communication/DSP/Image Processing","English","Ane Books Pvt. Ltd.","S Palani, D Kalaiyarasi","2019","9789380618388"
"1738","Books","Engineering Physics","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Physics","English","Ane Books Pvt. Ltd.","Prabir Basu, H Dhasmana","2019","9788190832243"
"1737","Books","Maintenance Management and Engineering","Business and Management","Operations Management/Supply chain Strategy","Service Operations Management","English","Ane Books Pvt. Ltd.","Tanmoy Deb","2011","9789380618586"
"1736","Books","Basic Mechanical Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Mechanical Engineering","English","Gigatech Publishers","Piyush Dalke","2019","9788193505786"
"1735","Books","Strength of Materials","Engineering and Technology","Mechanical Engineering","Strength of Materials/ Mechanics of Solids","English","Gigatech Publishers","Samadhan Morkhade, Dinesh Gawatre, Sandeep Wani","2018","9788193808146"
"1734","Books","Building Technology and Materials","Engineering and Technology","Civil, Structural & Construction Engineering","Building Construction and Materials","English","Gigatech Publishers","Mayura Yeole, S. V. Deodhar","2019","9789388480130"
"1733","Books","Engineering Mathematics -III ( for Mechanical Engineering)","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mathematics","English","Gigatech Publishers","Naik, Bhamare, Nerkar, Sonawane, Bagul","2018","9788193650486"
"1732","Books","Environmental Engineering : Laboratory Manual","Engineering and Technology","Civil, Structural & Construction Engineering","Environmental Engineering Laboratory Manual","English","Gigatech Publishers","Harshal Pandule, Rahul Joshi, Chetan More","2018","9789388480048"
"1731","Books","Applied Mathematics (Electrical & Electronics)","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied Mathematics","English","Gigatech Publishers","Pawar, Jadhav, Devarde, Ahire","2017","9788193505731"
"1730","Books","Basic Electrical Engineering","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Basic Electronics","English","Gigatech Publishers","B. E. Kushare, Ashok Jain, Aastha Jain","2017","9788193414064"
"1729","Books","Engineering Physics","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Physics","English","Gigatech Publishers","V. K. Chaudhari, P. S. Patil, S. P. Jagtap, P. M. Gonkdkar","2017","9788193414019"
"1728","Books","Analog Communication","Engineering and Technology","Electronics and Telecommunications Engineering","Analog Communication","English","Gigatech Publishers","Dr. Wankhede, Abhay Wagh, Dr. Kakate","2018","9789388480086"
"1727","Books","Data Communication and Computer Network","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Data Communication and Computer Networks","English","Gigatech Publishers","Aniruddha Talole, Gangadhar katkade, Nilesh Suryawanshi","2018","9789388480062"
"1726","Books","Engineering Graphics","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Engineering Graphics","English","Gigatech Publishers","Suhas Paranjape, Umesh Oka","2018","9788193808184"
"1725","Books","Fundamentals of Electrical Engineering","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Basic Electrical Engineering","English","Gigatech Publishers","K. G. Mankar, D. S. Pagar","2018","9788193650462"
"1724","Books","Software Testing","Computer Science & Engineering/Information Technology","Software Design/ Engineering and Testing","Software Testing","English","Gigatech Publishers","Gautam Lodha, P. P. Chopada","2019","9789388480154"
"1723","Books","Database Management System","Computer Science & Engineering/Information Technology","Database Design & Development/Advance Databases","Database Management Systems (DBMS)","English","Gigatech Publishers","Gauri Kapure","2018","9788193808177"
"1722","Books","Applied Mathematics (Automobile-Mechanical)","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied Mathematics","English","Gigatech Publishers","Pawar, Jadhav, Devarde, Ahire","2017","9788193505748"
"1721","Books","Basics of Mechanical Engineering","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Basic Mechanical Engineering","English","Gigatech Publishers","K. S. Patil, S. V. Sagare, Y. B. Gaidhani, D. Lohar, M. L. Raotole","2018","9788193650448"
"1720","Books","Applied Mathematics (Civil Engg)","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied Mathematics","English","Gigatech Publishers","Pawar, Devarde, Ahire, Mahajan, Thange","2017","9788193505724"
"1719","Books","Elements of Electronics","Engineering and Technology (Diploma and Certification)","Electronics and Telecommunication (Diploma and Certification)","Basic Electronics","English","Gigatech Publishers","B. N. Rajole, G. B. Dongre, S. M. Shende","2018","9788193650455"
"1718","Books","Applied Mathematics (Computer Engg)","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied Mathematics","English","Gigatech Publishers","Pawar, Jadhav, Devarde, Ahire, Mahajan","2017","9788193505755"
"1717","Books","Business Communication Using Computers","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Communication Skills","English","Gigatech Publishers","S. G. Sharma, A. S. Bhamare, D. B. Aher, M. M. Kulkarni","2018","9788193650431"
"1716","Books","Applied Mechanics","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied/ Engineering Mechanics","English","Gigatech Publishers","M. M. Deshpande, B. S. Dhande, M. M Ganorkar","2018","9788193650400"
"1715","Books","Construction Materials","Engineering and Technology (Diploma and Certification)","Civil (Diploma and Certification)","Buildling Construction and Material","English","Gigatech Publishers","M. R. Vaidya, B. H. Chafekar, R.C. Patil, B. G. Abhale, S. H. Kalyankar","2018","9788193650417"
"1714","Books","Basic Science (Physics & Chemistry)","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Basic Science","English","Gigatech Publishers","P. D. Korde, M. D. Thorat, M. Junaid","2017","9788193414095"
"1713","Books","Basic Mathematics","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Applied Mathematics","English","Gigatech Publishers","Pawar, Jadhav, Ahire, Mahajan, Thange, Billade","2018","9788193414088"
"1712","Books","English","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Communication Skills","English","Gigatech Publishers","S. G. Sharma, A. S. Bhamare, A. K. Bachate, D. Aher, M. Kulkarni","2017","9788193505700"
"1711","Books","Building Construction","Engineering and Technology (Diploma and Certification)","Civil (Diploma and Certification)","Buildling Construction and Material","English","Gigatech Publishers","Varsha Gawatre, Sneha Bhende, Dinesh Gawatre, Vijay Atole","2018","9789388480000"
"1710","Books","Mechanics of Structures","Engineering and Technology (Diploma and Certification)","Civil (Diploma and Certification)","Mechanics of Structures","English","Gigatech Publishers","Diinesh Gawatre, Nitin Thakare, S. R. Soni, S. G. Korde","2018","9789388480024"
"1709","Books","Strength of Materials","Engineering and Technology (Diploma and Certification)","Mechanical (Diploma and Certification)","Strength of Materials/ Mechanics of Solids","English","Gigatech Publishers","M. S. Patil, M. S. Wani, M. L Raotale","2019","9789388480017"
"1708","Books","Electrical Materials and Wiring Practice","Engineering and Technology (Diploma and Certification)","Electrical (Diploma and Certification)","Electrical Materials & Wiring Practice","English","Gigatech Publishers","Sushant Nagare, Haridas Kakad","2018","9788193808115"
"1707","Books","Electrical Circuits","Engineering and Technology (Diploma and Certification)","Electrical (Diploma and Certification)","Electrical Circuits","English","Gigatech Publishers","Sanket Wankhede, Sonali Shastri","2018","9788193808160"
"1706","Books","Data Structure Using 'C'","Computer Science & Engineering/Information Technology","Programming Languages","Data  Structure","English","Gigatech Publishers","A. R. Mirkar, Mrs. Sapna Baheti","2018","9788193808139"
"1705","Books","Electrical and Electronic Measurements","Engineering and Technology (Diploma and Certification)","Electronics and Telecommunication (Diploma and Certification)","Electronic Measurements and Instrumentation","English","Gigatech Publishers","Navnath M. Ghogare, Haridas M Kakad","2018","9788193808122"
"1704","Books","Advanced Surveying","Engineering and Technology (Diploma and Certification)","Civil (Diploma and Certification)","Surveying","English","Gigatech Publishers","Ms. Rashmi V. Chavhan, Prof. Swapnil S. Sawant","2018","9788193808153"
"1701","Books","Transforming IDEAS into Viable Solutions","Business and Management","General Management & Strategic Management","Business Transformation","English","Macmillan Publishers","Shilpa Khatri Babbar, Ramesh Kumar Sharma","2019","978-9388826952"
"1700","Books","Digital Interventions for Economic Growth","Humanities & Social Science","Economics-HSS","Economic Analysis/Digital Interventions for Economic Growth","English","Macmillan Publishers","Alok Pandey, G.L. Sharma, Anuj Verma, Nidhi Malhotra","2018","978-9387687721"
"1699","Books","Modern and Postmodern Literature in English: The Urge for Becoming","Humanities & Social Science","English Literature and Linguistics","Modern and Postmodern Literature/Women's writing in English","English","Macmillan Publishers","Siya Ram Rai","2019","978-9388296960"
"1698","Books","Media, Culture and Ethics","Humanities & Social Science","Mass Media & Journalism/Movie & Film Production","Media, Culture and Ethics","English","Macmillan Publishers","Sangeeta Sharma, Sushila Shekhawat, Anupam Yadav","2018","978-9387687196"
"1697","Books","Legal Education & Social Sciences: Rethinking Intersections","Law and Legal Studies","Legal Education & Social Science","Social Science in Legal Education","English","Macmillan Publishers","Shilpa Khatri Babbar, Rachna Chaudhary","2020","978-9389466584"
"1696","Books","Enterprise Architecture in the Digital Era","Computer Science & Engineering/Information Technology","Business Intelligence/ ERP","ERP Systems","English","Macmillan Publishers","Anjali Kaushik, Prageet Aeron","2019","978-9388826976"
"1695","Books","Bharatno Itihaas (Gujarati)","Gujarati Books","History","History of India","Gujarati","Macmillan Publishers","Suresh Gadhavi","2018","978-9387623019"
"1694","Books","Oliver Twist","Humanities & Social Science","English Literature and Linguistics","Classics","English","Free Books","Charles Dickens","1870","CS01VIN080"
"1693","Books","Operations Research for ISE","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","Basic Mathematics","English","Sanguine Publishers","M Srinivasa Reddy","2016","9789383506293"
"1692","Books","Macroeconomics - A simplified Approach","Humanities & Social Science","Economics-HSS","Principles of Economics/Micro & Macro Economics","English","Sanguine Publishers","Dr. Srinivasa Gowda M.V","2015","9789383506521"
"1691","Books","A Guide to Academic Research","Humanities & Social Science","Library & Information Studies","Global Trends in Library and Information","English","Sanguine Publishers","Dr. KP Mohandas","2015","9789383506132"
"1690","Books","Fundamentals of MATLAB","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Principles of Technology/Basic of Engg.","English","Sanguine Publishers","Dr. A S Arivanda Murthy","2015","9789383506279"
"1689","Books","CAD for Electrical Engineering","Engineering and Technology","Electrical Engineering","CAD for Electrical Engineering","English","Sanguine Publishers","Dr Indira","2016","97383506309"
"1688","Videos","SYJC Economics Law of DMU Statement and Assumptions","Maharashtra State Board School Books","Class XII","Economics","English","Drishti Classes","Prof. Prashant Pednekar","2020","CO01DRI004"
"1687","Videos","SYJC Economics TU & MU Relationship (Mumbai University)","Maharashtra State Board School Books","Class XII","Economics","English","Drishti Classes","Prof. Prashant Pednekar","2020","CO01DRI003"
"1686","Books","Romeo Juliet","Humanities & Social Science","English Literature and Linguistics","William Shakespeare Writings & Classics","English","Free Books","William SHAKESPEARE","1597","OS01VIN094"
"1685","Books","Economics of Environment and Development","Commerce & Accounting","Economics-Commerce","Introduction to Economics","English","Ane Books Pvt. Ltd.","Pushpam Kumar","2020","9788180520570"
"1684","Books","Elements of Mechanical Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Mechanical Engineering","English","Sanguine Publishers","Raghuthoma Rao P","2016","9789383506156"
"1683","Books","Analog Electronic Circuits","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Electrical Engineering","English","Sanguine Publishers","Dr. UB Mahadevaswamy","2017","9788188849510"
"1682","Books","Basic Electrical Engineering","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Electrical Engineering","English","Sanguine Publishers","Dr. RS Ananda Murthy","2017","9789383506385"
"1680","Books","Basic Electronics - A Simplified Approach","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Basic Electrical Engineering","English","Sanguine Publishers","Dr. UB Mahadeva Swamy","2017","9789383506323"
"1679","Books","Practical Book of Instrumental Method of Analysis (B.Pharmacy - Semester 7 - As Per PCI Syllabus)","Medical and Allied Health","Pharmacy","Instrumental Methods of Analysis","English","Nirali Prakashan","GANESH S SHINDE , DR. RAVINDRA S. JADHAV , DR. RAHUL K. GODAGE , SOMESHWAR D. MANKAR","2020","9789389944785"
"1678","Books","Industrial Pharmacy II (2)  (B.Pharmacy - Semester 7 - As Per PCI Syllabus)","Medical and Allied Health","Pharmacy","Industrial Pharmacy","English","Nirali Prakashan","Dr. K. P. Sampath Kumar , Dr. Debjit Bhowmik , Rishab Bhanot , Shambaditya Goswami","2020","9789389944891"
"1677","Books","Pharmacy Practice (B.Pharmacy - Semester 7 - As Per PCI Syllabus)","Medical and Allied Health","Pharmacy","Pharmacy Practice","English","Nirali Prakashan","Sourabh Kosey","2020","9789390225507"
"1675","Books","Electrical Equipment Handbook-Troubleshooting, Maintenance and Repair","Engineering and Technology","Electrical Engineering","Electrical Equipment Repair","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN100"
"1674","Books","Handbook of Dam Design for Earthquake and Shock Resistance","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Advances in Earthquake Engineering","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN099"
"1673","Books","Handbook of Combinatorial Optimization and Probability Theory","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mathematics & Statistics - RDS","Combinotrics","English","Vinra Publishing","VinRa's Reference Series","2012","SC01VIN152"
"1672","Books","Handbook of Chemical Process Equipment Design","Engineering and Technology","Chemical Engineering","Chemical Engineering Design","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN098"
"1671","Books","Handbook of Algebra and Algebraic Topology","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mathematics & Statistics - RDS","Nonlinear Systems and Optimization","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN151"
"1670","Books","Handbook of Aircraft Propulsion and Combustion","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Energy Technology","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN100"
"1669","Books","Handbook of Advances in Sustainable Petrochemicals Processes  Engineering","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Handbook of Advances in Sustainable Petrochemicals Processes  Engineering","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN150"
"1668","Books","Handbook of Advances in Carbon Nanotubes and Nanoparticles","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Nanoscience and nanotechnology","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0133"
"1667","Books","Handbook of Advances in Additive Lubricants and Grease Technology","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Industrial Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN149"
"1666","Books","Handbook of Advanced Nanomaterials","Engineering and Technology","Chemical Engineering","Nanotechnology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN097"
"1665","Books","Handbook of Advanced Process Control systems and Instrumentation","Engineering and Technology","Chemical Engineering","Process Instrumentation & Control","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN096"
"1664","Books","Ground Water Hydrology","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN094"
"1663","Books","Global Ground Water Resources and Management","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN095"
"1662","Books","Geochemistry of Petroleum Science","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Formation Evaluation","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN093"
"1661","Books","Genesis and Properties of Soil","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Agriculture Sciences/Technology & Horticulture/Forestry Sciences","Soil Science & Laboratory","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN092"
"1660","Books","Gears Break-Causes, Types, Analysis and Solutions","Engineering and Technology","Mechanical Engineering","Theory of Machines","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN091"
"1659","Books","Gear Handbook","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Machine Design","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN090"
"1658","Books","Gas Purification Methods and Technology","Engineering and Technology","Chemical Engineering","Gas Purification Methods","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN089"
"1657","Books","Fuzzy Logic, Neural Network and Genetic Algorithms Handbook","Engineering and Technology","Electronics and Telecommunications Engineering","Digital Communications","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN088"
"1656","Books","Fundamentls of Petrolum and Petrochemical Engineering","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Production Operations","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN087"
"1655","Books","Fundamentals of Optical Science","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Optics","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0132"
"1654","Books","Fundamentals of Industrial Instrumentation","Engineering and Technology","Chemical Engineering","Process Instrumentation & Control","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN086"
"1653","Books","Fundamentals of Fresh Water Ecology","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Civil Engineering- RDS","Water Resources Engineering","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN085"
"1652","Books","Fundamentals of Chemical Mechanics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Physical Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN148"
"1651","Books","Fundamental of Atomic Physics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Atomic and Nuclear Physics","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN147"
"1650","Books","Fuel Minerals and energy resources","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Refining Technology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN084"
"1649","Books","Foundations of Quantum Mechanics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Quantum Mechanics","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN0131"
"1648","Books","Fluid Mechanics, Fluid Dynamics and Pipe Flow","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Fluid Mechanics and Machnery","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN083"
"1647","Books","Fans and Compressors Handbook","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Mechanical/Industrial & Production Engineering- RDS","Pumps, Compressors and Fans","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN082"
"1646","Books","Exploration and Exploitation Strategy in Petroleum Industry","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Exploration","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN081"
"1645","Books","Experiments in Soil Biotechnology","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Agriculture Sciences/Technology & Horticulture/Forestry Sciences","Soil Science & Laboratory","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN146"
"1644","Books","Experiments in Organic Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Organic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN145"
"1643","Books","Experiments in Mathematical Physics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Mathematical Physics","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN144"
"1642","Books","Experiments in Analytical Chemistry","Medical and Allied Health","Pharmacy","Instrumental Methods of Analysis","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN143"
"1641","Books","Experimental Methods in Oxidation-Reduction Reaction","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Organic Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN142"
"1640","Books","Equipment Design Handbook for Refineries and Chemical plants","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Refining Technology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN175"
"1639","Books","Engineering Geology","Engineering and Technology","Core Engineering/ First Year Engineering Subjects","Engineering Mechanics/Geology","English","Vinra Publishers","VinRa's Reference Series","2012","EN01VIN174"
"1638","Books","Elements in Quantum Physics","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Physics & Astronomy","Quantum Mechanics","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN141"
"1637","Books","Elements in Spectroscopy","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Molecular Spectroscopy","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN140"
"1636","Books","Elements in Polymer Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Elements in Polymer Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN139"
"1635","Books","Elements in Oil and Gas Production","Engineering and Technology","Petroleum/Oil & Gas Exploration Engineering","Petroleum Production Operations","English","Vinra Publishing","VinRa's Reference Series","2012","EN01VIN071"
"1634","Books","Elements in Industrial Chemistry","Sciences, Agriculture & Veterinary, Nutrition & Dietetics","Chemistry","Elements in Industrial Chemistry","English","Vinra Publishers","VinRa's Reference Series","2012","SC01VIN138"
